Student_ID,Study_Hours,Attendance,Previous_Score,Extracurricular,Sleep_Hours,Internet_Access,Final_Score,Status
463,9.4,81.9,77.2,1,8.6,1,93.9,Pass
464,16.7,72.2,51.4,0,7.3,1,76.2,Pass
465,14.1,76.3,83.0,1,7.3,1,85.5,Pass
466,13.2,93.8,83.3,0,5.4,1,93.5,Pass
467,19.9,100.0,58.6,1,7.4,1,100.0,Pass
468,21.1,90.9,70.6,1,8.6,0,91.7,Pass
469,10.8,67.1,80.2,1,5.7,0,85.2,Pass
470,10.4,91.7,66.9,1,9.1,1,97.8,Pass
471,12.8,100.0,86.1,0,6.9,1,100.0,Pass
472,2.0,75.9,100.0,0,5.7,1,88.5,Pass
473,2.9,83.0,58.2,1,8.5,1,91.7,Pass
474,25.9,85.2,49.3,0,6.6,1,89.7,Pass
475,28.2,73.2,74.6,0,8.1,1,98.9,Pass
476,13.0,94.7,80.8,0,6.6,1,92.3,Pass
477,19.6,83.2,66.5,0,6.9,1,91.3,Pass
478,17.5,91.3,91.8,0,7.7,1,100.0,Pass
479,39.6,71.7,49.9,0,7.4,1,91.8,Pass
480,24.0,78.4,80.4,1,4.0,0,89.4,Pass
481,14.0,95.8,60.9,0,5.3,1,94.7,Pass
482,7.4,79.4,95.8,0,8.4,1,96.1,Pass
483,2.1,100.0,99.9,0,6.8,1,92.1,Pass
484,16.6,79.0,58.5,0,6.2,1,88.0,Pass
485,8.9,88.4,61.8,1,5.0,1,85.2,Pass
486,3.6,99.0,82.9,0,5.4,1,94.9,Pass
487,9.8,63.7,64.2,0,4.0,1,71.0,Pass
488,6.3,58.6,69.3,1,6.8,0,77.7,Pass
489,28.5,62.1,70.4,0,6.1,1,100.0,Pass
490,22.1,100.0,41.2,0,5.6,1,93.3,Pass
491,14.9,76.7,69.8,0,6.9,1,86.2,Pass
492,26.8,100.0,59.7,1,7.5,0,100.0,Pass
493,15.6,76.5,62.6,0,10.0,1,87.1,Pass
494,8.1,87.8,91.7,0,4.7,1,100.0,Pass
495,27.2,100.0,51.2,0,8.7,1,100.0,Pass
496,19.3,100.0,82.2,0,8.5,1,100.0,Pass
497,6.7,100.0,65.8,0,5.8,1,81.7,Pass
498,13.5,100.0,65.8,0,7.3,1,99.0,Pass
499,8.0,100.0,81.9,0,6.3,1,96.8,Pass
500,3.9,93.9,75.1,1,7.3,1,86.7,Pass
501,22.4,96.7,78.6,1,9.3,1,100.0,Pass
502,30.3,76.7,84.5,0,7.9,1,96.6,Pass
503,3.8,72.7,65.0,1,7.8,1,79.2,Pass
504,19.5,84.9,60.8,0,6.4,1,91.6,Pass
505,9.8,82.4,53.7,0,4.8,1,84.6,Pass
506,11.1,78.2,57.6,1,6.7,0,76.6,Pass
507,10.3,95.4,100.0,1,8.8,0,96.2,Pass
508,8.1,99.3,88.7,1,4.7,1,90.4,Pass
509,15.4,86.3,49.7,0,5.4,0,73.2,Pass
510,8.4,100.0,50.2,1,7.2,1,94.2,Pass
511,17.2,67.9,77.2,0,5.5,1,92.1,Pass
512,14.6,82.1,78.2,1,5.8,1,93.3,Pass
513,13.1,74.2,78.2,1,6.4,1,94.3,Pass
514,7.7,57.0,66.2,0,5.0,1,68.9,Pass
515,10.4,83.8,68.1,1,5.5,1,85.1,Pass
516,21.0,83.2,74.9,0,8.1,1,95.0,Pass
517,19.0,100.0,71.3,0,5.0,1,94.6,Pass
518,7.2,94.5,36.7,0,4.6,0,63.7,Pass
519,15.8,69.6,66.6,0,6.1,1,82.9,Pass
520,21.0,100.0,57.2,1,8.1,1,100.0,Pass
521,2.0,100.0,72.6,1,6.7,1,92.2,Pass
522,19.3,93.7,100.0,0,6.3,0,100.0,Pass
523,9.7,81.6,75.5,1,7.1,1,87.8,Pass
524,19.6,70.6,65.3,1,4.4,1,80.7,Pass
525,8.9,79.4,83.8,0,7.7,1,88.0,Pass
526,2.0,100.0,77.2,1,7.6,1,94.8,Pass
527,2.0,100.0,76.3,0,6.4,1,80.4,Pass
528,15.4,100.0,79.1,1,8.5,1,100.0,Pass
529,17.1,77.7,100.0,0,5.3,1,95.9,Pass
530,7.8,68.2,53.0,0,8.7,1,70.9,Pass
531,20.1,87.1,77.1,0,7.2,1,94.0,Pass
532,2.0,58.5,56.1,1,6.5,1,67.7,Pass
533,14.5,89.8,78.3,0,7.0,1,87.8,Pass
534,5.3,82.8,56.2,0,6.8,1,78.2,Pass
535,9.8,78.0,63.7,0,8.8,1,78.9,Pass
536,15.4,61.1,65.6,1,5.4,1,84.8,Pass
537,8.1,92.7,84.6,0,5.9,1,100.0,Pass
538,11.9,77.0,83.8,0,8.6,1,86.0,Pass
539,23.1,67.5,51.3,0,6.1,1,84.6,Pass
540,10.4,41.9,70.8,0,8.4,1,67.2,Pass
541,21.7,84.6,59.4,1,9.5,1,100.0,Pass
542,6.0,100.0,51.1,1,6.4,1,78.4,Pass
543,19.2,100.0,66.7,0,8.0,1,100.0,Pass
544,26.5,78.1,65.4,0,5.3,1,87.6,Pass
545,2.0,76.0,100.0,1,8.1,1,88.1,Pass
546,8.6,92.0,76.5,0,7.3,1,84.5,Pass
547,19.6,70.0,49.3,1,7.7,1,89.2,Pass
548,13.4,89.5,61.5,1,6.0,0,82.8,Pass
549,18.0,96.5,85.3,1,4.5,1,100.0,Pass
550,10.2,100.0,100.0,0,7.8,1,100.0,Pass
551,15.7,83.5,46.2,0,4.0,1,77.2,Pass
552,13.8,81.9,41.8,1,6.5,1,81.8,Pass
553,24.3,71.8,98.1,0,8.4,1,98.4,Pass
554,17.0,72.6,75.8,1,7.3,1,92.4,Pass
555,17.7,81.6,57.0,0,9.9,1,98.4,Pass
556,11.7,90.5,78.0,1,8.5,1,92.9,Pass
557,11.1,98.7,30.5,0,6.0,1,84.4,Pass
558,11.5,73.0,70.1,0,7.0,1,89.5,Pass
559,18.2,100.0,74.9,0,6.9,1,95.3,Pass
560,11.6,80.9,83.9,1,4.6,1,81.5,Pass
561,17.3,84.7,54.8,1,5.6,1,89.1,Pass
562,31.6,73.8,71.3,0,6.2,1,94.7,Pass
563,22.0,48.6,56.1,0,4.0,1,81.2,Pass
564,12.4,98.3,73.8,1,7.1,1,97.1,Pass
565,24.6,96.1,56.6,0,6.6,1,93.0,Pass
566,11.7,80.8,63.9,0,4.5,1,73.9,Pass
567,2.0,86.0,55.1,0,7.6,1,81.4,Pass
568,6.9,92.7,79.8,0,8.1,1,87.8,Pass
569,2.0,61.6,82.9,0,7.3,1,74.3,Pass
570,12.2,77.1,66.5,0,6.5,1,87.1,Pass
571,15.1,96.9,70.6,0,7.9,1,93.5,Pass
572,28.4,66.2,48.3,0,8.0,1,87.5,Pass
573,17.6,89.4,65.5,0,7.5,0,90.6,Pass
574,13.2,64.7,69.2,0,5.8,1,81.3,Pass
575,21.6,92.0,100.0,0,7.4,1,100.0,Pass
576,2.0,84.5,53.3,1,8.8,1,78.5,Pass
577,16.9,60.8,92.0,0,6.1,1,86.9,Pass
578,21.2,100.0,85.0,0,10.0,1,100.0,Pass
579,3.2,74.0,74.2,0,6.2,1,68.3,Pass
580,24.2,72.8,96.4,0,7.0,1,100.0,Pass
581,17.7,88.0,75.6,0,6.0,1,100.0,Pass
582,11.7,100.0,75.8,0,7.3,1,90.7,Pass
583,20.1,69.8,69.2,1,4.4,1,82.4,Pass
584,33.2,85.9,88.4,0,6.2,1,100.0,Pass
585,16.5,91.4,86.4,1,5.4,0,100.0,Pass
586,17.0,95.4,60.6,0,7.2,1,95.0,Pass
587,11.3,87.6,50.2,0,8.5,1,83.1,Pass
588,8.2,79.5,67.0,0,8.0,1,77.8,Pass
589,21.6,72.6,58.0,0,4.0,1,82.2,Pass
590,8.2,86.3,69.0,0,10.0,1,80.9,Pass
591,15.6,68.9,88.6,1,7.4,1,93.5,Pass
592,11.2,41.2,63.1,0,5.8,1,69.5,Pass
593,18.8,91.5,69.4,1,7.2,1,92.1,Pass
594,17.7,98.6,70.9,1,7.3,1,93.1,Pass
595,23.3,49.6,82.7,0,6.0,1,92.2,Pass
596,10.9,69.9,36.3,0,7.3,1,67.5,Pass
597,12.8,94.3,60.9,0,6.1,1,93.1,Pass
598,7.2,100.0,73.2,0,6.4,1,88.5,Pass
599,11.4,85.3,88.0,0,6.0,1,89.8,Pass
600,18.0,74.1,62.6,0,4.9,1,84.3,Pass
601,21.1,82.3,41.9,0,7.2,1,80.7,Pass
602,7.6,100.0,79.3,0,7.9,1,94.4,Pass
603,22.0,75.3,60.5,1,7.8,1,90.6,Pass
604,25.8,73.0,52.2,1,8.2,1,86.3,Pass
605,18.3,77.8,60.6,1,7.5,1,91.9,Pass
606,30.0,70.7,67.2,0,6.2,1,92.4,Pass
607,8.8,86.8,60.9,0,8.3,1,83.7,Pass
608,5.0,100.0,36.9,0,5.0,0,66.5,Pass
609,2.0,89.8,83.5,0,5.6,1,91.0,Pass
610,27.0,81.2,89.1,0,5.6,1,100.0,Pass
611,20.2,80.6,79.8,1,8.6,1,100.0,Pass
612,14.6,61.6,52.9,1,8.4,1,78.2,Pass
613,17.2,98.2,67.0,0,7.7,1,88.1,Pass
614,6.0,83.8,69.9,0,8.6,1,94.0,Pass
615,34.6,82.3,79.0,0,5.7,1,100.0,Pass
616,16.0,100.0,80.0,0,7.5,1,96.4,Pass
617,15.9,89.5,59.0,0,6.8,1,90.5,Pass
618,20.8,73.7,71.2,0,8.3,1,97.7,Pass
619,18.8,78.6,76.9,0,6.8,1,91.7,Pass
620,16.8,100.0,91.8,1,6.4,0,100.0,Pass
621,8.7,86.7,80.6,0,7.8,1,94.9,Pass
622,18.8,63.4,81.8,1,8.3,1,87.0,Pass
623,30.1,98.8,71.3,0,6.0,1,100.0,Pass
624,25.8,75.0,91.2,0,6.9,0,100.0,Pass
625,27.7,100.0,76.1,0,5.4,1,91.6,Pass
626,10.9,100.0,57.1,0,4.0,1,83.1,Pass
627,7.1,78.3,91.1,0,7.3,1,80.1,Pass
628,14.0,100.0,80.5,1,7.9,1,99.8,Pass
629,15.4,86.0,63.4,1,7.4,1,90.4,Pass
630,23.8,97.8,62.8,0,4.1,1,93.3,Pass
631,2.0,92.3,74.4,0,6.5,1,79.8,Pass
632,27.2,72.3,76.9,1,4.0,1,89.3,Pass
633,13.7,75.3,73.0,0,9.1,1,100.0,Pass
634,11.6,100.0,74.7,0,5.4,1,100.0,Pass
635,6.9,80.0,95.5,0,8.9,1,85.7,Pass
636,2.0,78.9,86.1,1,8.4,1,94.5,Pass
637,21.6,70.7,72.9,1,5.6,1,88.9,Pass
638,15.6,91.4,84.1,0,5.3,1,94.8,Pass
639,4.7,100.0,54.5,1,7.5,1,86.1,Pass
640,4.6,69.0,76.0,1,5.7,1,74.4,Pass
641,12.3,85.4,97.1,0,7.2,1,100.0,Pass
642,28.4,100.0,66.7,0,6.3,1,100.0,Pass
643,12.9,83.8,57.3,0,4.3,1,77.2,Pass
644,3.0,91.8,60.2,1,4.0,1,71.6,Pass
645,13.0,69.1,53.7,0,7.3,0,70.7,Pass
646,12.8,91.4,58.2,1,6.2,1,80.3,Pass
647,2.0,82.2,64.4,0,6.2,1,75.1,Pass
648,14.6,99.8,48.9,1,8.0,1,87.3,Pass
649,13.2,100.0,70.2,0,8.8,1,95.4,Pass
650,20.6,100.0,83.5,0,6.6,1,100.0,Pass
651,29.8,93.7,56.4,1,6.5,0,100.0,Pass
652,24.0,89.9,92.8,1,7.8,1,100.0,Pass
653,12.8,87.9,77.7,1,5.0,1,90.8,Pass
654,6.1,79.7,85.5,0,7.3,1,94.8,Pass
655,35.6,90.1,60.1,1,7.8,1,100.0,Pass
656,15.5,80.6,82.8,0,8.0,0,89.8,Pass
657,15.1,87.5,53.6,0,4.1,1,74.2,Pass
658,14.8,100.0,83.4,0,5.9,1,99.6,Pass
659,16.6,69.9,72.6,0,5.7,1,87.7,Pass
660,13.8,100.0,78.3,0,7.1,0,92.1,Pass
661,10.4,100.0,52.4,1,7.7,1,92.1,Pass
662,10.6,83.2,56.6,0,9.2,0,80.8,Pass
663,14.7,53.2,79.0,1,6.3,1,80.2,Pass
664,10.7,75.9,55.8,0,6.3,1,64.5,Pass
665,9.3,100.0,76.9,0,8.7,1,94.5,Pass
666,15.9,84.7,49.5,0,7.4,1,89.4,Pass
667,13.0,70.0,82.7,1,8.9,1,88.4,Pass
668,27.0,77.4,51.5,1,7.4,1,94.5,Pass
669,2.0,97.6,78.3,1,5.3,1,83.2,Pass
670,23.7,93.2,79.4,1,5.0,1,100.0,Pass
671,25.0,81.4,59.5,0,4.7,1,88.3,Pass
672,2.0,79.5,78.7,0,8.0,0,74.3,Pass
673,12.3,79.1,73.9,1,8.8,1,98.5,Pass
674,12.0,71.2,61.9,0,9.8,1,88.0,Pass
675,3.7,100.0,54.9,0,8.3,1,80.8,Pass
676,8.8,80.2,40.6,0,8.7,1,78.9,Pass
677,6.1,100.0,75.2,0,6.1,1,91.3,Pass
678,29.0,100.0,46.5,0,5.3,1,100.0,Pass
679,22.5,100.0,71.4,0,8.3,1,95.3,Pass
680,25.2,78.5,66.0,0,7.6,1,99.8,Pass
681,20.8,91.1,80.2,0,7.2,1,97.0,Pass
682,6.0,84.6,65.5,0,7.6,0,77.9,Pass
683,10.8,71.4,65.1,0,7.5,1,93.2,Pass
684,18.9,89.9,81.0,1,8.9,1,100.0,Pass
685,5.2,67.3,75.0,0,8.9,1,77.1,Pass
686,20.7,100.0,74.7,0,7.8,1,91.7,Pass
687,13.1,78.0,77.0,1,8.3,1,99.1,Pass
688,12.0,88.0,47.0,0,7.8,0,73.8,Pass
689,20.7,89.2,81.4,0,6.3,0,91.1,Pass
690,18.6,81.1,79.2,1,8.1,1,96.6,Pass
691,12.1,93.8,54.7,0,4.9,1,90.1,Pass
692,24.3,77.9,66.3,1,8.6,1,100.0,Pass
693,6.4,98.1,69.4,1,5.2,1,87.2,Pass
694,19.9,64.8,68.0,1,7.4,1,89.9,Pass
695,19.7,86.9,75.0,0,5.7,1,90.7,Pass
696,12.5,100.0,91.5,0,7.8,1,100.0,Pass
697,17.6,70.0,86.2,0,6.9,1,90.7,Pass
698,5.0,74.8,50.3,0,4.6,1,72.8,Pass
699,22.4,92.7,79.3,0,7.6,1,100.0,Pass
700,13.5,87.7,89.9,0,6.1,1,96.5,Pass
701,10.8,90.3,75.8,0,8.3,1,90.2,Pass
702,23.4,92.3,86.4,0,7.0,1,100.0,Pass
703,9.4,94.5,100.0,0,7.6,1,98.2,Pass
704,3.7,100.0,85.4,0,5.6,1,83.5,Pass
705,2.5,91.1,73.7,1,6.1,1,82.8,Pass
706,19.8,81.4,85.7,0,6.3,1,96.0,Pass
707,4.8,95.1,72.2,0,8.3,1,92.5,Pass
708,29.0,100.0,70.4,1,9.5,1,100.0,Pass
709,2.0,83.0,64.7,0,5.8,1,68.9,Pass
710,28.6,70.4,93.5,0,8.6,1,100.0,Pass
711,16.7,100.0,57.7,0,4.0,1,89.2,Pass
712,14.2,83.2,93.0,1,5.2,1,96.3,Pass
713,10.6,52.4,77.5,0,5.6,1,77.7,Pass
714,18.2,97.7,49.0,0,5.0,0,90.9,Pass
715,14.7,77.0,75.5,0,4.6,1,81.2,Pass
716,23.8,83.6,38.5,1,7.6,1,87.4,Pass
717,15.9,90.0,79.4,0,6.7,1,89.4,Pass
718,16.2,87.9,83.3,0,7.6,1,99.9,Pass
719,12.1,95.6,61.1,1,8.0,1,100.0,Pass
720,14.5,78.5,71.9,0,7.4,1,86.1,Pass
721,17.5,92.7,99.3,1,8.0,1,100.0,Pass
722,2.0,81.1,62.4,0,6.9,1,82.4,Pass
723,4.2,96.1,54.1,1,5.2,1,83.4,Pass
724,20.9,94.2,92.2,0,8.6,1,100.0,Pass
725,16.4,71.0,99.4,1,6.1,1,89.5,Pass
726,13.5,100.0,70.1,1,5.6,1,98.6,Pass
727,15.1,77.0,85.2,0,6.7,1,85.9,Pass
728,17.8,97.1,90.1,0,5.6,1,94.9,Pass
729,10.7,90.5,58.9,0,6.4,1,82.2,Pass
730,8.8,100.0,62.7,0,7.5,1,86.2,Pass
731,16.6,81.6,88.5,0,7.5,1,94.6,Pass
732,7.2,79.8,95.3,0,5.7,1,79.5,Pass
733,18.3,84.7,78.4,0,6.3,0,96.2,Pass
734,2.0,80.5,56.8,0,8.6,1,81.4,Pass
735,23.2,97.0,99.8,0,7.7,0,99.2,Pass
736,18.8,60.8,62.0,1,10.0,1,92.8,Pass
737,17.0,69.2,65.0,0,8.8,1,81.9,Pass
738,22.9,69.0,75.1,0,8.7,1,97.8,Pass
739,28.3,99.3,93.3,0,4.9,1,100.0,Pass
740,23.1,100.0,82.8,0,8.1,1,100.0,Pass
741,2.0,83.4,76.2,0,6.9,1,79.3,Pass
742,4.8,82.5,76.9,0,6.2,1,87.2,Pass
743,10.0,86.1,70.7,0,7.3,1,80.3,Pass
744,15.2,100.0,78.4,1,8.4,1,100.0,Pass
745,19.1,71.1,32.1,0,7.8,1,82.5,Pass
746,9.2,88.6,65.6,1,5.7,0,87.6,Pass
747,16.5,99.6,73.6,1,8.1,0,100.0,Pass
748,9.0,92.5,52.7,1,6.0,1,81.4,Pass
749,10.1,87.8,75.8,1,7.3,1,96.7,Pass
750,3.7,100.0,66.9,0,6.5,1,84.4,Pass
751,7.6,44.5,96.3,0,6.7,1,80.9,Pass
752,4.2,95.2,93.6,1,8.1,1,96.7,Pass
753,7.2,75.2,63.0,0,5.4,1,73.0,Pass
754,23.4,57.5,67.7,0,9.9,1,95.5,Pass
755,7.4,92.7,68.9,1,4.3,1,82.6,Pass
756,36.1,100.0,63.2,1,6.1,1,100.0,Pass
757,18.9,82.9,72.9,1,7.6,1,94.0,Pass
758,16.5,99.3,58.6,1,7.9,1,100.0,Pass
759,8.1,100.0,53.0,1,6.8,1,94.7,Pass
760,20.6,100.0,79.3,0,6.9,1,100.0,Pass
761,10.4,100.0,79.4,1,7.6,1,100.0,Pass
762,16.0,96.1,57.9,0,6.7,1,83.8,Pass
763,35.5,86.1,83.4,0,9.1,1,100.0,Pass
764,14.2,61.0,60.5,1,8.3,1,79.9,Pass
765,24.2,81.3,73.8,0,8.3,1,97.9,Pass
766,9.4,72.4,82.3,0,5.6,0,79.9,Pass
767,14.7,100.0,69.5,0,6.9,1,98.4,Pass
768,29.2,82.4,76.8,1,6.5,1,100.0,Pass
769,10.0,86.8,62.3,0,5.5,1,82.3,Pass
770,29.5,93.3,67.1,1,7.5,1,100.0,Pass
771,20.7,85.7,66.9,0,6.2,1,87.5,Pass
772,10.5,100.0,58.8,1,8.0,1,92.4,Pass
773,20.1,75.7,67.3,1,5.4,1,88.9,Pass
774,22.8,87.9,46.8,0,9.6,1,93.0,Pass
775,20.0,73.9,62.6,0,5.7,1,85.0,Pass
776,2.4,65.2,65.7,0,7.3,1,71.1,Pass
777,9.2,75.8,66.2,1,8.2,1,82.6,Pass
778,13.0,84.4,66.4,1,6.1,0,92.7,Pass
779,14.4,78.6,69.1,1,8.3,1,85.2,Pass
780,20.0,74.6,77.2,0,5.2,1,85.1,Pass
781,16.4,63.9,83.1,1,9.2,1,100.0,Pass
782,4.3,83.8,60.3,1,7.0,1,75.4,Pass
783,18.0,62.4,52.0,1,6.1,1,72.4,Pass
784,19.9,96.4,54.4,1,6.6,0,97.3,Pass
785,19.5,86.2,62.7,0,8.2,1,82.8,Pass
786,23.6,63.1,64.7,0,6.1,1,83.6,Pass
787,21.7,80.4,58.5,1,5.9,1,100.0,Pass
788,18.7,73.7,50.6,1,6.7,1,76.9,Pass
789,14.4,89.8,63.2,0,5.2,0,74.4,Pass
790,2.0,100.0,72.7,0,9.7,1,82.5,Pass
791,18.4,56.9,78.9,0,6.2,1,86.9,Pass
792,16.7,86.7,61.6,0,8.2,1,96.5,Pass
793,17.2,82.6,63.8,0,7.3,1,86.3,Pass
794,4.8,95.1,56.1,1,5.5,1,85.4,Pass
795,6.4,88.2,69.5,1,7.0,0,91.7,Pass
796,23.4,73.7,57.3,0,8.2,1,98.6,Pass
797,14.7,80.2,78.6,0,6.7,1,88.3,Pass
798,20.5,73.1,43.2,0,8.8,0,70.2,Pass
799,15.2,100.0,64.6,0,8.5,1,92.3,Pass
800,15.2,85.3,74.5,1,8.4,1,94.1,Pass
801,22.5,100.0,72.8,1,6.3,1,100.0,Pass
802,10.9,84.1,100.0,0,5.4,1,91.5,Pass
803,15.8,74.4,75.2,1,6.1,1,94.7,Pass
804,11.3,62.3,54.9,1,7.3,1,82.8,Pass
805,11.5,58.0,68.6,1,7.8,1,78.8,Pass
806,12.5,61.2,43.4,0,4.0,0,69.0,Pass
807,16.8,89.0,68.8,1,7.0,1,96.9,Pass
808,11.2,92.6,57.5,0,7.2,1,86.4,Pass
809,25.0,61.3,83.7,0,6.6,1,96.1,Pass
810,7.8,98.4,61.8,0,8.9,1,89.9,Pass
811,13.5,77.8,68.2,0,7.6,1,96.1,Pass
812,11.5,87.2,60.5,0,9.0,1,80.5,Pass
813,26.6,100.0,96.1,0,6.7,1,100.0,Pass
814,16.6,98.5,65.2,0,8.4,1,96.2,Pass
815,23.3,81.0,97.5,1,9.5,1,100.0,Pass
816,3.1,71.6,82.2,1,9.0,1,90.6,Pass
817,17.1,52.7,77.2,0,5.4,1,77.9,Pass
818,22.1,74.2,75.5,1,6.6,1,87.9,Pass
819,15.7,81.8,75.9,1,6.5,1,97.0,Pass
820,23.5,70.2,41.1,1,7.7,1,89.6,Pass
821,10.9,83.0,65.8,0,8.0,1,76.0,Pass
822,26.3,86.2,82.7,1,5.7,1,100.0,Pass
823,33.4,81.6,69.3,1,7.1,1,97.8,Pass
824,12.1,75.2,48.9,1,4.0,1,72.1,Pass
825,11.4,87.5,69.2,0,9.2,1,86.2,Pass
826,26.6,91.6,95.6,0,6.2,1,100.0,Pass
827,27.6,68.6,88.7,1,7.1,1,100.0,Pass
828,10.8,100.0,69.1,0,6.5,1,84.8,Pass
829,11.6,83.5,84.3,0,8.7,1,97.5,Pass
830,12.7,85.3,64.5,0,4.0,1,74.5,Pass
831,4.2,95.6,44.4,1,7.0,1,82.1,Pass
832,7.7,88.5,56.1,1,6.8,0,77.6,Pass
833,7.0,99.3,93.4,0,6.3,1,93.0,Pass
834,8.9,89.3,65.9,1,9.6,1,94.5,Pass
835,14.7,75.8,66.3,0,5.7,1,85.1,Pass
836,16.9,90.4,65.5,1,8.2,1,100.0,Pass
837,27.4,67.8,98.6,1,7.5,0,100.0,Pass
838,7.0,86.6,94.4,1,8.9,1,98.4,Pass
839,22.9,84.5,100.0,1,6.0,1,100.0,Pass
840,13.3,81.9,67.6,0,5.9,0,83.4,Pass
841,14.6,83.1,74.4,1,8.6,1,97.4,Pass
842,20.4,56.8,47.3,0,7.6,1,76.2,Pass
843,6.0,76.8,92.2,1,4.7,1,76.2,Pass
844,18.1,86.4,52.5,1,6.2,1,90.7,Pass
845,16.3,87.4,73.3,1,7.6,1,98.2,Pass
846,18.9,69.6,53.5,0,8.3,1,80.0,Pass
847,17.3,100.0,61.2,1,6.0,1,89.8,Pass
848,34.6,72.0,57.4,0,4.0,1,99.1,Pass
849,9.9,99.5,60.9,0,7.8,1,92.1,Pass
850,10.8,91.4,61.9,1,5.2,1,85.3,Pass
851,10.0,75.3,61.8,0,4.0,1,69.0,Pass
852,10.6,100.0,82.5,1,4.0,1,90.1,Pass
853,9.9,67.1,53.4,0,8.2,1,81.6,Pass
854,24.5,98.8,73.3,0,7.2,1,100.0,Pass
855,26.4,100.0,88.3,1,6.7,1,100.0,Pass
856,10.4,74.9,62.3,0,9.1,0,83.2,Pass
857,8.3,100.0,59.2,0,8.0,1,84.3,Pass
858,18.8,81.2,66.5,1,9.4,1,100.0,Pass
859,10.6,89.3,87.7,0,4.9,1,96.6,Pass
860,20.1,88.9,72.9,1,6.9,0,94.6,Pass
861,16.6,83.0,62.0,0,4.6,1,80.8,Pass
862,2.9,97.2,77.3,1,6.7,1,76.2,Pass
863,27.4,96.9,53.5,1,6.6,1,94.2,Pass
864,29.4,58.8,80.2,1,7.9,1,91.3,Pass
865,10.1,100.0,76.1,0,7.1,1,94.2,Pass
866,11.9,60.1,65.4,1,7.9,0,76.4,Pass
867,17.3,100.0,57.4,1,8.1,1,91.4,Pass
868,17.7,100.0,56.7,1,10.0,1,99.7,Pass
869,20.3,68.6,78.0,0,6.5,1,91.4,Pass
870,31.1,78.8,88.4,1,5.6,1,100.0,Pass
871,13.6,68.4,60.4,1,7.4,1,72.9,Pass
872,8.6,81.8,76.9,0,5.8,1,82.7,Pass
873,4.0,80.4,38.7,0,9.2,1,65.9,Pass
874,9.2,96.7,61.2,1,6.6,1,93.7,Pass
875,14.7,100.0,69.5,0,6.2,1,97.8,Pass
876,29.4,100.0,56.4,1,6.3,1,100.0,Pass
877,10.9,76.6,56.0,1,8.1,1,79.4,Pass
878,16.8,81.9,60.0,1,6.8,0,85.0,Pass
879,14.9,59.7,74.4,0,6.0,1,67.9,Pass
880,24.5,72.9,67.2,0,9.5,1,96.9,Pass
881,35.2,99.5,36.4,1,5.7,1,100.0,Pass
882,10.8,100.0,38.2,0,7.1,1,87.5,Pass
883,11.1,66.5,60.9,1,8.0,1,75.2,Pass
884,23.4,76.1,76.9,0,4.6,0,85.9,Pass
885,20.5,84.6,28.8,0,7.7,1,74.9,Pass
886,29.8,89.2,62.5,0,5.4,1,93.4,Pass
887,19.7,72.9,62.1,0,8.2,1,82.0,Pass
888,12.1,91.4,90.8,1,5.6,0,99.8,Pass
889,19.7,77.9,64.2,0,8.0,1,86.8,Pass
890,23.9,84.8,75.7,0,8.7,1,100.0,Pass
891,21.6,93.2,72.1,0,8.3,1,98.7,Pass
892,19.1,85.1,38.0,0,7.4,1,77.4,Pass
893,23.5,78.5,81.5,0,6.7,1,95.8,Pass
894,24.4,83.4,73.2,1,6.1,1,100.0,Pass
895,26.1,83.7,77.6,0,9.2,1,97.4,Pass
896,20.2,79.4,100.0,0,6.0,1,100.0,Pass
897,13.7,81.1,38.7,0,5.4,1,70.9,Pass
898,16.2,100.0,95.9,1,8.0,1,100.0,Pass
899,24.7,93.4,65.7,0,5.8,1,100.0,Pass
900,8.5,80.6,74.3,0,5.6,1,78.3,Pass
901,17.9,95.5,69.3,1,4.8,1,95.8,Pass
902,11.9,80.0,63.6,0,6.3,1,80.4,Pass
903,15.2,100.0,61.5,0,6.9,1,93.6,Pass
904,25.2,90.5,74.9,0,7.4,1,90.0,Pass
905,16.5,83.4,47.2,1,8.4,1,79.2,Pass
906,15.4,91.7,81.3,0,7.8,1,100.0,Pass
907,4.1,61.4,63.8,1,6.7,0,75.3,Pass
908,21.0,68.1,53.0,1,6.7,1,80.4,Pass
909,20.2,67.1,63.2,0,7.8,1,84.4,Pass
910,32.3,87.1,88.9,0,8.9,1,100.0,Pass
911,12.5,100.0,62.0,0,7.2,1,94.9,Pass
912,16.8,100.0,75.4,1,6.3,1,90.3,Pass
913,17.0,94.6,59.0,0,5.5,1,85.0,Pass
914,27.6,92.5,81.4,0,4.8,0,99.1,Pass
915,14.2,58.0,80.3,0,8.0,1,86.2,Pass
916,17.2,76.9,97.7,1,7.9,1,100.0,Pass
917,19.9,73.2,67.4,0,7.9,1,88.0,Pass
918,16.5,75.7,80.0,1,6.8,1,85.7,Pass
919,11.4,82.5,71.5,0,9.1,1,91.3,Pass
920,16.6,77.9,89.4,0,6.3,1,99.3,Pass
921,23.6,55.3,59.2,0,8.4,1,84.0,Pass
922,6.8,96.2,81.2,0,6.9,1,86.1,Pass
923,16.1,68.9,67.1,0,6.1,1,86.5,Pass
924,9.4,88.6,69.0,0,7.9,0,88.8,Pass
925,24.6,100.0,71.4,1,7.6,1,100.0,Pass
926,2.8,71.2,73.8,1,7.5,1,81.1,Pass
